,GenderSelect,Country,Age,EmploymentStatus,CodeWriter,CurrentJobTitleSelect,CurrentEmployerType,LanguageRecommendationSelect,FormalEducation,CompensationAmount,CompensationCurrency,exchangeRate,CompensationAmountExanged
851,Male,Australia,32.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,R,Doctoral degree,140000,AUD,0.80231,112323.4
852,Male,United States,46.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Some college/university study without earning a bachelor's degree,110000,USD,1.0,110000.0
854,Male,Hong Kong,45.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,R,Bachelor's degree,70000,USD,1.0,70000.0
858,Male,United States,23.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,R,Master's degree,120000,USD,1.0,120000.0
859,Male,Colombia,40.0,Employed full-time,Yes,Data Scientist,Employed by college or university,R,Doctoral degree,130000000,COP,0.000342,44460.0
863,Male,United States,27.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,103000,USD,1.0,103000.0
869,Male,Russia,44.0,Employed full-time,Yes,Data Analyst,Employed by a company that performs advanced analytics,Python,Master's degree,700000,RUB,0.017402,12181.400000000001
870,Male,United States,23.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,Python,Bachelor's degree,71500,USD,1.0,71500.0
871,Male,United States,37.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,Python,Bachelor's degree,180000,USD,1.0,180000.0
877,Male,United States,24.0,Employed full-time,Yes,Data Scientist,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Master's degree,90000,USD,1.0,90000.0
887,Male,United States,39.0,Employed full-time,Yes,Other,Employed by a company that doesn't perform advanced analytics,R,Bachelor's degree,115000,USD,1.0,115000.0
888,Female,Germany,31.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Master's degree,25000,EUR,1.195826,29895.65
898,Male,United States,25.0,Employed full-time,Yes,Machine Learning Engineer,Employed by college or university,R,Master's degree,20000,USD,1.0,20000.0
899,Male,United States,41.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,210000,USD,1.0,210000.0
900,Male,United States,33.0,Employed full-time,Yes,Data Analyst,"Employed by a company that performs advanced analytics,Employed by a company that doesn't perform advanced analytics",Python,Bachelor's degree,107000,USD,1.0,107000.0
905,Female,Australia,39.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Doctoral degree,350000,AUD,0.80231,280808.5
907,Male,United States,49.0,Employed full-time,Yes,Scientist/Researcher,Employed by a company that performs advanced analytics,R,Doctoral degree,125000,USD,1.0,125000.0
910,Male,Australia,35.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that performs advanced analytics,Python,Bachelor's degree,116000,AUD,0.80231,93067.95999999999
921,Male,United States,24.0,Employed full-time,Yes,Business Analyst,,SQL,Master's degree,72000,USD,1.0,72000.0
926,Male,United States,31.0,Employed full-time,Yes,DBA/Database Engineer,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,67000,USD,1.0,67000.0
930,Male,United States,43.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,220000,USD,1.0,220000.0
944,Male,India,35.0,Employed full-time,Yes,Researcher,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,1500000,INR,0.01562,23430.0
945,Female,India,30.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,R,Bachelor's degree,3000000,INR,0.01562,46860.0
948,Male,People 's Republic of China,29.0,Employed full-time,Yes,Business Analyst,Employed by company that makes advanced analytic software,Python,Master's degree,180000,CNY,0.153,27540.0
954,Male,India,34.0,Employed full-time,Yes,Computer Scientist,Employed by college or university,R,Master's degree,100000,INR,0.01562,1562.0
957,Male,Argentina,50.0,Employed full-time,Yes,Business Analyst,Employed by a company that performs advanced analytics,R,Some college/university study without earning a bachelor's degree,45000,USD,1.0,45000.0
964,Male,China,38.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,27000,USD,1.0,27000.0
966,Male,India,22.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by professional services/consulting firm,Python,Bachelor's degree,420000,INR,0.01562,6560.4
967,Male,United States,50.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Doctoral degree,130000,USD,1.0,130000.0
970,Male,Indonesia,48.0,Employed full-time,Yes,DBA/Database Engineer,Employed by a company that performs advanced analytics,Python,Master's degree,250000000,IDR,7.6e-05,19000.0
971,Female,United States,32.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,Doctoral degree,305000,USD,1.0,305000.0
974,Male,India,25.0,Employed full-time,Yes,Other,Employed by professional services/consulting firm,R,Master's degree,470000,INR,0.01562,7341.400000000001
975,Male,Canada,28.0,Employed full-time,Yes,Data Analyst,Employed by a company that performs advanced analytics,Python,Bachelor's degree,70000,CAD,0.823688,57658.159999999996
983,Male,Other,30.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Master's degree,3000000,THB,0.030192,90576.0
989,"Non-binary, genderqueer, or gender non-conforming",Philippines,32.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,150000.00,PHP,0.019637,2945.55
992,Male,Other,23.0,Employed full-time,Yes,Programmer,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,42000,NPR,0.009754,409.668
993,Male,United States,50.0,Employed full-time,Yes,Researcher,Employed by a company that doesn't perform advanced analytics,Python,Bachelor's degree,1000000,USD,1.0,1000000.0
1000,Male,United States,44.0,Employed full-time,Yes,Scientist/Researcher,Employed by government,SAS,Doctoral degree,120000,USD,1.0,120000.0
1001,Male,India,31.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,R,Master's degree,1400000,INR,0.01562,21868.0
1003,Male,Philippines,35.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,Python,Doctoral degree,20000,USD,1.0,20000.0
1005,Male,United States,35.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,Doctoral degree,150000,USD,1.0,150000.0
1018,Male,People 's Republic of China,35.0,Employed full-time,Yes,Business Analyst,Self-employed,Python,I prefer not to answer,240000,CNY,0.153,36720.0
1019,Male,United States,40.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,100000,USD,1.0,100000.0
1021,Male,United States,34.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,SQL,Master's degree,80000,USD,1.0,80000.0
1022,Male,Indonesia,26.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Master's degree,120000000,IDR,7.6e-05,9120.0
1026,Male,Colombia,34.0,Employed full-time,Yes,Engineer,Employed by professional services/consulting firm,Python,Professional degree,150000,USD,1.0,150000.0
1027,Male,United States,30.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,R,Bachelor's degree,100000,USD,1.0,100000.0
1030,Male,New Zealand,33.0,Employed full-time,Yes,Data Scientist,Employed by professional services/consulting firm,R,Master's degree,70000,NZD,0.727801,50946.07
1032,Male,United States,34.0,Employed full-time,Yes,Data Analyst,Employed by company that makes advanced analytic software,Python,Bachelor's degree,115500,USD,1.0,115500.0
1033,Male,India,32.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,,Master's degree,2500000,INR,0.01562,39050.0
1038,Male,India,35.0,Employed full-time,Yes,Data Miner,Employed by professional services/consulting firm,Python,Professional degree,2000000,INR,0.01562,31240.0
1042,Female,United States,29.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,,Master's degree,135000,USD,1.0,135000.0
1047,Male,United States,29.0,Employed full-time,Yes,Scientist/Researcher,"Employed by company that makes advanced analytic software,Employed by a company that performs advanced analytics",Python,Doctoral degree,172000,USD,1.0,172000.0
1050,Male,United States,31.0,Employed full-time,Yes,Data Scientist,Employed by company that makes advanced analytic software,SQL,Master's degree,140000,USD,1.0,140000.0
1056,Male,Indonesia,31.0,Employed full-time,Yes,Software Developer/Software Engineer,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,10000,USD,1.0,10000.0
1059,Female,Philippines,22.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,R,Bachelor's degree,23000,PHP,0.019637,451.651
1060,Male,Canada,27.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Bachelor's degree,30000,CAD,0.823688,24710.64
1061,Male,United States,21.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,Bachelor's degree,110000,USD,1.0,110000.0
1067,Male,India,29.0,Employed full-time,Yes,Business Analyst,Employed by professional services/consulting firm,SQL,Master's degree,1500000,INR,0.01562,23430.0
1069,Male,Australia,40.0,Employed full-time,Yes,Software Developer/Software Engineer,"Employed by professional services/consulting firm,Employed by company that makes advanced analytic software",Python,Bachelor's degree,120000,AUD,0.80231,96277.2
1071,Female,United States,48.0,Employed full-time,Yes,Data Scientist,Employed by government,SQL,Bachelor's degree,49750,USD,1.0,49750.0
1082,Male,India,30.0,Employed full-time,Yes,Machine Learning Engineer,Employed by college or university,Matlab,Master's degree,700000,INR,0.01562,10934.0
1083,Male,Indonesia,23.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,Bachelor's degree,140000000,IDR,7.6e-05,10640.0
1085,Female,United States,26.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Bachelor's degree,105000,USD,1.0,105000.0
1086,Male,United States,30.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,R,Master's degree,90000,USD,1.0,90000.0
1087,Male,India,39.0,Employed full-time,Yes,Other,Employed by college or university,R,Master's degree,100000,INR,0.01562,1562.0
1089,Male,Philippines,33.0,Employed full-time,Yes,Business Analyst,Employed by professional services/consulting firm,R,Bachelor's degree,28000,HKD,0.127998,3583.944
1091,Male,Canada,23.0,Employed full-time,Yes,Data Analyst,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,72000,CAD,0.823688,59305.536
1092,Male,United States,55.0,Employed full-time,Yes,Data Scientist,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,230000,USD,1.0,230000.0
1096,Female,United States,31.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Doctoral degree,140000,USD,1.0,140000.0
1098,Female,United States,50.0,Employed full-time,Yes,Scientist/Researcher,Employed by college or university,Python,Doctoral degree,120000,USD,1.0,120000.0
1099,Male,Singapore,34.0,Employed full-time,Yes,Scientist/Researcher,Employed by government,Python,Doctoral degree,80000,SGD,0.742589,59407.12
1105,Male,United States,,Employed full-time,Yes,Machine Learning Engineer,Employed by company that makes advanced analytic software,Python,Doctoral degree,175000,USD,1.0,175000.0
1118,Male,Other,40.0,Employed full-time,Yes,Data Scientist,Employed by a company that performs advanced analytics,Python,Master's degree,1500000,THB,0.030192,45288.0
1121,Male,India,27.0,Employed full-time,Yes,Machine Learning Engineer,Employed by a company that performs advanced analytics,Python,Master's degree,1700000,INR,0.01562,26554.0
1129,Male,Pakistan,36.0,Employed full-time,Yes,Programmer,Employed by company that makes advanced analytic software,R,Bachelor's degree,30000,USD,1.0,30000.0
1134,Male,Colombia,29.0,Employed full-time,Yes,Business Analyst,Employed by a company that doesn't perform advanced analytics,Python,Master's degree,4000000,COP,0.000342,1368.0
1135,Male,South Korea,46.0,Employed full-time,Yes,Business Analyst,Employed by a company that doesn't perform advanced analytics,R,Bachelor's degree,60000,USD,1.0,60000.0
